time,r_simple
21.38,242.9442609330032
21.4,243.13550720666368
21.42,243.3267198354595
21.44,243.51789885080512
21.46,243.70904428405623
21.48,243.9001561665103
21.5,244.09123452940648
21.52,244.28227940392577
21.54,244.47329082119114
21.56,244.6642688122679
21.58,244.8552134081635
21.6,245.04612463982838
21.62,245.23700253815502
21.64,245.4278471339792
21.66,245.61865845807978
21.68,245.80943654117823
21.7,246.00018141393994
21.72,246.1908931069734
21.74,246.38157165083095
21.76,246.57221707600866
21.78,246.76282941294625
21.8,246.95340869202803
21.82,247.14395494358223
21.84,247.33446819788162
21.86,247.52494848514345
21.88,247.71539583552956
21.9,247.905810279147
21.92,248.09619184604765
21.94,248.28654056622827
21.96,248.47685646963134
21.98,248.66713958614466
22.0,248.8573899456016
22.02,249.04760757778132
22.04,249.23779251240873
22.06,249.42794477915527
22.08,249.6180644076379
22.1,249.80815142742048
22.12,249.99820586801314
22.14,250.18822775887259
22.16,250.37821712940234
22.18,250.56817400895298
22.2,250.75809842682202
22.22,250.94799041225428
22.24,251.13784999444184
22.26,251.3276772025243
22.28,251.51747206558895
22.3,251.70723461267082
22.32,251.89696487275282
22.34,252.08666287476598
22.36,252.27632864758948
22.38,252.46596222005098
22.4,252.65556362092636
22.42,252.84513287894038
22.44,253.03467002276633
22.46,253.22417508102654
22.48,253.41364808229233
22.5,253.60308905508415
22.52,253.79249802787174
22.54,253.9818750290743
22.56,254.17122008706065
22.58,254.3605332301492
22.6,254.5498144866082
22.62,254.73906388465602
22.64,254.92828145246094
22.66,255.1174672181415
22.68,255.30662120976683
22.7,255.49574345535626
22.72,255.68483398288
22.74,255.8738928202587
22.76,256.0629199953643
22.78,256.2519155360193
22.8,256.4408794699978
22.82,256.6298118250249
22.84,256.818712628777
22.86,257.00758190888246
22.88,257.1964196929209
22.9,257.38522600842396
22.92,257.5740008828748
22.94,257.76274434370924
22.96,257.95145641831465
22.98,258.1401371340312
23.0,258.32878651815093
23.02,258.517404597919
23.04,258.70599140053287
23.06,258.89454695314276
23.08,259.083071282852
